Year,FIPS,State,County,Fair_Poor_Health_Perc,Phys_Unhealth_Days,Ment_Unhealth_Days,Smoke_Perc,Obese_Perc,Phys_Inac_Perc,Excess_Drink_Perc,Some_College_Perc_25_44,Some_Association_Per_10K,Some_Association_Rate,Severe_Housing_Perc,Insufficent_Sleep_Perc,Population,Zillow_Value
2017,01001,Alabama,Autauga,17.88,4.22,4.18,17.38,34.10,28.60,14.95,59.7,76,13.72,14.72,37.60,55347,165497.8241
2017,01003,Alabama,Baldwin,16.36,3.74,3.97,17.94,27.40,22.30,15.38,62.9,231,11.54,14.70,32.80,203709,224183.0926
2017,01005,Alabama,Barbour,25.02,4.81,4.77,22.78,44.40,31.80,11.92,39.3,22,8.18,16.20,39.60,26489,100951.5916
2017,01007,Alabama,Bibb,19.54,4.35,4.37,19.85,40.30,33.90,14.31,50.2,23,10.22,13.68,40.60,22583,130217.4224
2017,01009,Alabama,Blount,18.95,4.45,4.48,21.04,34.60,28.00,13.90,51.2,49,8.49,11.53,36.20,57673,149348.4166
2017,01011,Alabama,Bullock,28.26,4.96,4.57,22.77,43.00,31.70,11.38,33.6,11,10.22,18.05,44.10,10696,77372.42646
2017,01013,Alabama,Butler,26.62,5.24,4.98,21.83,36.30,34.40,11.38,43.3,24,11.82,16.45,40.60,20154,93155.81771
2017,01015,Alabama,Calhoun,22.00,4.91,4.67,20.32,32.20,31.30,14.66,54.0,170,14.67,14.88,39.00,115620,108485.4614
2017,01017,Alabama,Chambers,24.49,4.76,4.73,20.91,39.70,31.60,11.71,45.0,63,18.49,19.24,39.50,34123,88188.36474
2017,01019,Alabama,Cherokee,19.29,4.49,4.52,18.42,33.60,33.50,13.08,52.6,26,9.99,15.36,34.30,25859,145259.0991
2017,01021,Alabama,Chilton,20.85,4.66,4.49,20.11,35.90,30.40,14.20,40.2,70,15.93,15.62,38.90,43943,136152.2591
2017,01023,Alabama,Choctaw,24.95,4.97,4.68,20.48,40.80,30.00,10.44,49.7,28,21.02,12.95,42.50,13170,
2017,01025,Alabama,Clarke,22.90,4.86,4.70,20.06,38.20,27.50,11.87,41.1,49,19.64,15.16,38.90,24675,104431.0589
2017,01027,Alabama,Clay,21.09,4.59,4.61,19.14,37.30,31.70,12.86,41.9,13,9.59,15.49,36.10,13555,99510.53546
2017,01029,Alabama,Cleburne,17.24,4.08,4.31,18.29,30.00,30.10,14.61,48.0,13,8.62,13.84,32.80,15018,131521.7352
2017,01031,Alabama,Coffee,18.94,4.29,4.20,18.57,33.70,28.70,13.87,60.8,81,15.91,13.89,35.40,51211,133254.1998
2017,01033,Alabama,Colbert,19.88,4.45,4.36,20.45,37.50,31.40,13.14,56.6,96,17.60,14.71,35.90,54354,119007.9701
2017,01035,Alabama,Conecuh,27.69,5.32,5.10,22.93,36.40,31.60,10.08,38.1,14,11.05,20.22,41.20,12672,94009.57018
2017,01037,Alabama,Coosa,23.23,4.75,4.63,20.30,39.70,30.50,11.61,42.5,12,11.02,17.43,39.00,10724,121802.6973
2017,01039,Alabama,Covington,21.24,4.61,4.44,18.57,34.00,33.00,12.99,52.2,48,12.66,15.16,35.50,37835,104509.4047
2017,01041,Alabama,Crenshaw,20.28,4.24,4.44,19.03,39.70,29.80,13.13,44.5,15,10.73,12.14,39.30,13963,88409.77621
2017,01043,Alabama,Cullman,20.77,4.53,4.39,17.96,33.40,25.70,13.36,54.6,99,12.18,14.41,34.90,82005,153973.0096
2017,01045,Alabama,Dale,21.49,4.64,4.72,19.07,36.50,26.90,14.62,61.2,61,12.33,13.00,40.80,49565,98429.06116
2017,01047,Alabama,Dallas,28.00,5.49,4.95,22.73,40.80,30.70,10.08,47.3,60,14.38,23.83,43.70,41131,73416.78337
2017,01049,Alabama,DeKalb,22.29,4.98,4.73,21.57,30.40,30.40,13.29,41.6,61,8.58,13.68,36.30,71130,120082.7054
2017,01051,Alabama,Elmore,17.16,3.95,4.26,18.49,35.40,29.00,16.55,53.3,84,10.37,12.11,34.00,81468,171997.1518
2017,01053,Alabama,Escambia,25.34,5.17,4.82,21.08,37.70,31.90,12.10,39.6,56,14.84,14.14,38.70,37789,98807.45549
2017,01055,Alabama,Etowah,19.69,4.49,4.54,19.20,35.10,33.30,12.36,53.1,168,16.23,13.93,39.90,103057,104410.9134
2017,01057,Alabama,Fayette,21.01,4.60,4.63,19.79,33.70,31.40,13.30,50.5,19,11.26,11.65,36.80,16759,77426.20988
2017,01059,Alabama,Franklin,22.67,4.68,4.66,20.22,33.20,34.50,13.04,40.3,33,10.44,15.52,37.70,31696,92314.1489
2017,01061,Alabama,Geneva,22.53,4.76,4.67,21.47,34.10,28.50,12.95,47.0,25,9.36,11.79,35.80,26777,114700.5384
2017,01063,Alabama,Greene,34.42,5.77,5.25,26.26,46.30,31.70,8.68,45.4,9,10.52,15.47,47.00,8479,86778.00949
2017,01065,Alabama,Hale,29.10,5.31,4.87,22.05,40.40,32.20,10.08,48.0,10,6.59,20.52,43.00,15068,108261.8752
2017,01067,Alabama,Henry,20.71,4.35,4.44,17.97,35.80,28.50,12.95,57.6,27,15.71,12.00,36.80,17221,124676.8586
2017,01069,Alabama,Houston,19.52,4.34,4.48,19.79,32.80,26.40,13.05,57.2,135,12.96,13.76,38.00,104173,128890.9873
2017,01071,Alabama,Jackson,19.27,4.34,4.47,18.54,32.00,30.90,13.06,43.8,48,9.11,9.46,35.00,52419,117320.5226
2017,01073,Alabama,Jefferson,18.78,3.71,3.99,19.37,33.20,26.20,14.08,67.2,970,14.68,18.05,40.50,660367,129302.0955
2017,01075,Alabama,Lamar,21.72,4.66,4.73,20.08,33.60,32.80,12.20,52.5,13,9.23,13.15,35.80,13886,81853.84565
2017,01077,Alabama,Lauderdale,18.46,4.22,4.50,18.23,32.90,28.30,14.29,58.6,138,14.82,13.39,37.20,92596,131445.81
2017,01079,Alabama,Lawrence,20.56,4.50,4.60,20.29,35.50,35.90,13.43,50.6,48,14.34,11.58,35.60,33115,134083.4479
2017,01081,Alabama,Lee,19.18,4.49,4.36,19.22,29.00,22.90,15.91,70.4,137,8.88,19.12,38.20,156993,195173.0635
2017,01083,Alabama,Limestone,17.75,4.02,4.14,18.04,32.90,30.60,14.24,55.0,83,9.14,11.65,36.20,91663,181473.1214
2017,01085,Alabama,Lowndes,28.61,5.16,4.84,22.53,45.10,29.90,9.93,42.5,7,6.62,24.23,43.70,10458,107749.2324
2017,01087,Alabama,Macon,28.45,5.15,4.82,22.13,44.70,30.40,10.41,55.8,16,8.24,21.47,46.40,19105,67220.65206
2017,01089,Alabama,Madison,16.11,3.83,3.78,16.92,32.30,22.70,13.59,72.6,386,11.02,12.31,38.20,353089,174088.378
2017,01091,Alabama,Marengo,25.96,4.94,4.73,19.55,40.30,32.80,10.81,49.6,39,19.39,15.24,44.10,20028,112215.3626
2017,01093,Alabama,Marion,21.46,4.57,4.73,19.33,35.50,30.30,12.51,52.3,34,11.23,12.32,37.10,30168,95506.65091
2017,01095,Alabama,Marshall,21.74,4.74,4.61,19.04,33.20,28.70,14.11,47.4,90,9.51,13.65,35.20,94725,126186.1665
2017,01097,Alabama,Mobile,21.00,4.55,4.53,21.64,37.10,28.00,15.39,59.4,483,11.64,17.90,39.70,415395,116746.1313
2017,01099,Alabama,Monroe,26.07,5.16,5.15,21.18,35.30,32.30,11.43,42.5,34,15.49,16.20,41.30,21673,84956.55853
2017,01101,Alabama,Montgomery,22.86,4.84,4.46,20.90,34.80,26.50,12.60,61.3,342,15.12,18.81,40.20,226519,101049.4523
2017,01103,Alabama,Morgan,19.22,4.08,4.39,18.53,31.60,28.60,13.41,53.8,150,12.54,13.20,36.20,119565,137970.3981
2017,01105,Alabama,Perry,29.33,5.28,5.03,22.93,43.00,33.50,9.67,41.2,11,11.19,21.03,44.90,9652,90062.53263
2017,01107,Alabama,Pickens,26.79,4.94,4.71,20.92,36.40,30.00,11.77,47.2,26,12.77,17.16,39.80,20864,101018.1462
2017,01109,Alabama,Pike,23.61,5.00,4.60,20.28,38.40,25.40,13.46,58.5,34,10.18,18.83,43.30,33046,129482.6394
2017,01111,Alabama,Randolph,21.09,4.68,4.53,18.73,30.90,28.30,13.34,49.1,24,10.65,18.80,35.10,22696,122776.3761
2017,01113,Alabama,Russell,24.33,4.61,4.67,21.99,36.40,30.70,13.65,63.3,54,9.06,16.89,41.50,59660,113291.4476
2017,01115,Alabama,St. Clair,17.31,4.07,4.34,17.98,33.00,26.80,14.35,53.1,77,8.88,12.09,36.30,87074,180452.3046
2017,01117,Alabama,Shelby,14.24,3.38,3.73,14.00,30.10,22.40,14.73,74.0,222,10.74,10.90,33.70,208713,220723.2776
2017,01119,Alabama,Sumter,35.68,5.67,5.32,23.72,40.30,30.70,10.18,51.0,18,13.67,22.53,42.90,13103,60519.499
2017,01121,Alabama,Talladega,23.72,4.67,4.70,21.61,39.00,33.60,12.74,47.1,98,12.05,16.28,40.20,80862,108261.2103
2017,01123,Alabama,Tallapoosa,23.13,4.82,4.64,19.17,36.90,31.60,12.75,47.2,59,14.33,17.68,39.30,40844,136055.1987
2017,01125,Alabama,Tuscaloosa,20.24,4.46,4.49,19.65,34.30,26.20,15.37,62.5,248,12.26,17.97,37.50,203976,150702.9773
2017,01127,Alabama,Walker,21.77,4.89,4.96,20.65,33.20,30.50,11.60,52.6,92,14.05,11.32,39.50,65294,124728.845
2017,01129,Alabama,Washington,20.55,4.45,4.52,18.63,40.20,32.20,13.04,42.1,27,16.04,11.10,39.10,16804,95606.84921
2017,01131,Alabama,Wilcox,31.28,5.57,5.07,24.23,44.90,34.00,9.30,35.9,11,9.91,18.11,44.60,11059,112273.0385
2017,01133,Alabama,Winston,21.06,4.89,4.69,18.96,30.20,32.00,12.94,53.4,27,11.18,12.64,34.90,23877,129727.4185
2017,02013,Alaska,Aleutians East,16.48,3.57,2.78,19.16,33.40,26.90,17.68,41.1,3,8.93,10.34,39.30,3341,
2017,02016,Alaska,Aleutians West,15.42,3.25,2.67,16.56,39.40,23.20,19.40,49.7,5,8.70,19.32,36.00,5702,
2017,02020,Alaska,Anchorage,12.83,3.43,3.27,15.29,27.00,16.50,22.78,70.3,341,11.33,16.65,32.40,298695,310289.3725
2017,02050,Alaska,Bethel,24.56,5.22,4.56,31.20,30.30,26.30,20.23,34.8,7,3.92,61.58,37.90,17946,
2017,02060,Alaska,Bristol Bay,14.73,3.65,3.37,19.75,39.70,21.20,23.15,64.4,1,10.45,12.99,34.00,892,
2017,02068,Alaska,Denali,11.50,3.13,3.05,17.40,27.00,15.60,22.17,81.4,4,20.82,25.17,31.80,1919,
2017,02070,Alaska,Dillingham,21.44,4.84,4.23,29.53,38.00,24.50,20.11,46.7,3,6.01,35.82,35.70,4997,
2017,02090,Alaska,Fairbanks North Star,11.45,3.10,3.08,16.32,28.10,18.00,22.72,73.1,102,10.27,23.21,31.50,99631,243537.0955
2017,02100,Alaska,Haines,11.88,3.24,3.16,17.17,25.50,17.00,19.85,69.1,4,15.59,22.89,29.50,2534,
2017,02110,Alaska,Juneau,11.41,3.29,3.18,15.95,28.60,14.20,22.36,75.1,60,18.52,14.88,28.10,32756,390606.2626
2017,02122,Alaska,Kenai Peninsula,13.09,3.69,3.26,18.42,28.40,20.30,21.31,60.2,90,15.66,19.82,29.20,58059,242379.9227
2017,02130,Alaska,Ketchikan Gateway,13.19,3.84,3.23,18.46,30.80,21.70,20.31,57.9,24,17.41,15.58,31.40,13709,287536.6785
2017,02150,Alaska,Kodiak Island,12.84,3.16,2.93,16.43,30.20,19.70,20.51,66.4,19,13.59,20.56,32.10,13889,322409.6865
2017,02164,Alaska,Lake and Peninsula,21.34,4.78,4.26,29.42,31.90,24.00,20.85,51.8,1,6.13,30.39,37.80,1563,
2017,02170,Alaska,Matanuska-Susitna,13.97,3.57,3.32,17.16,30.20,20.10,20.48,60.4,83,8.48,20.26,31.60,101095,254626.6407
2017,02180,Alaska,Nome,25.06,5.42,4.69,32.80,31.70,26.10,20.05,40.9,9,9.17,44.54,39.30,9846,
2017,02185,Alaska,North Slope,15.89,3.95,3.42,23.36,36.50,26.50,21.31,51.5,9,9.28,36.93,35.10,9687,175981.2663
2017,02188,Alaska,Northwest Arctic,23.70,5.29,4.53,30.66,32.40,25.30,20.60,34.2,7,9.07,56.01,37.20,7752,
2017,02220,Alaska,Sitka,12.83,3.34,3.14,17.70,28.70,17.00,21.46,73.8,16,17.98,18.42,31.20,8863,474341.0083
2017,02240,Alaska,Southeast Fairbanks,13.80,3.55,3.21,18.04,33.10,19.60,19.38,59.1,9,12.99,31.18,31.50,6839,230205.9288
2017,02261,Alaska,Valdez-Cordova,13.27,3.62,3.20,18.82,30.40,20.30,19.17,69.1,18,18.97,18.54,32.40,9362,280078.7407
2017,02282,Alaska,Yakutat,15.53,3.81,3.50,20.34,31.30,23.50,20.37,54.1,1,15.75,21.57,33.30,613,
2017,02290,Alaska,Yukon-Koyukuk,22.99,5.14,4.36,31.50,28.30,25.80,20.80,48.1,4,7.21,52.80,34.40,5533,
2017,04001,Arizona,Apache,30.45,6.23,5.78,29.62,35.20,21.40,15.44,47.8,22,3.06,35.71,37.80,71474,168530.3174
2017,04003,Arizona,Cochise,18.31,4.03,3.68,16.52,26.00,20.90,15.30,65.5,114,8.94,16.43,33.00,126427,152942.4519
2017,04005,Arizona,Coconino,18.10,4.31,4.52,18.28,23.20,14.20,19.41,69.0,124,9.01,25.89,31.20,139097,332289.6104
2017,04007,Arizona,Gila,18.69,4.11,4.27,17.91,27.50,24.50,14.12,49.5,48,9.04,17.33,33.20,53159,199534.9285
2017,04009,Arizona,Graham,21.15,4.42,4.31,19.18,32.50,24.60,16.82,50.1,18,4.74,17.50,36.50,37666,165379.0108
2017,04011,Arizona,Greenlee,19.12,3.92,3.85,15.64,34.70,22.40,17.66,53.7,8,8.56,16.40,34.40,9529,
2017,04012,Arizona,La Paz,21.38,4.42,4.32,15.35,32.00,30.40,12.51,34.6,10,4.94,15.80,30.00,20152,160585.3017
2017,04013,Arizona,Maricopa,15.49,3.56,3.61,13.02,25.40,18.20,16.29,64.3,2142,5.24,19.79,32.80,4167947,253950.9997
2017,04015,Arizona,Mohave,17.29,4.30,4.30,18.77,29.60,30.20,14.23,47.7,120,5.90,17.56,34.00,204737,192240.5414
2017,04017,Arizona,Navajo,22.67,5.36,5.28,23.75,30.90,24.30,14.57,50.9,75,6.94,26.61,35.30,108277,194881.3086
2017,04019,Arizona,Pima,15.79,3.55,3.93,13.42,24.20,17.30,16.11,65.7,634,6.31,20.26,31.10,1010025,195168.58
2017,04021,Arizona,Pinal,17.41,3.75,4.08,16.03,31.60,24.50,16.28,54.8,145,3.61,17.13,33.60,406584,189347.7872
2017,04023,Arizona,Santa Cruz,27.70,4.56,4.18,15.87,23.00,17.70,13.22,54.6,26,5.57,22.71,30.50,46461,142805.5761
2017,04025,Arizona,Yavapai,14.53,3.67,3.86,14.44,25.30,20.40,15.35,59.6,204,9.32,20.37,29.70,222255,279097.2422
2017,04027,Arizona,Yuma,25.07,4.37,4.10,14.83,30.50,26.80,15.44,54.7,83,4.08,19.69,34.40,204275,145114.9666
2017,05001,Arkansas,Arkansas,24.17,4.80,4.37,20.50,33.80,34.40,12.87,47.0,34,18.29,9.51,35.30,18433,95493.05482
2017,05003,Arkansas,Ashley,25.09,4.65,4.37,21.13,42.10,34.90,12.06,52.6,34,16.23,11.27,37.50,20838,66938.88274
2017,05005,Arkansas,Baxter,19.55,4.47,4.05,18.99,32.30,33.50,11.93,58.8,45,11.01,12.53,31.70,41053,140844.803
2017,05007,Arkansas,Benton,15.83,3.66,3.69,16.25,30.10,24.90,16.25,59.3,217,8.96,12.17,31.60,249672,184580.2317
2017,05009,Arkansas,Boone,21.75,4.70,4.24,19.24,33.90,34.00,13.33,58.2,52,13.98,12.36,32.90,37222,125679.4543
2017,05011,Arkansas,Bradley,28.43,5.36,4.61,22.47,39.00,35.80,11.01,43.0,21,18.84,20.15,38.80,11094,68631.53585
2017,05013,Arkansas,Calhoun,23.79,4.88,4.32,20.97,34.20,34.00,12.65,46.1,8,15.38,8.56,34.90,5229,83115.56262
2017,05015,Arkansas,Carroll,22.82,4.62,4.17,18.88,35.80,30.80,12.53,43.5,38,13.70,17.20,31.90,27704,144036.5794
2017,05017,Arkansas,Chicot,30.41,5.31,4.61,23.42,43.10,36.70,10.38,41.1,16,14.31,16.41,41.40,11027,82036.00098
2017,05019,Arkansas,Clark,23.01,4.74,4.28,19.87,34.30,30.90,13.57,59.3,39,17.27,18.29,36.50,22633,99093.71624
2017,05021,Arkansas,Clay,23.09,4.94,4.44,20.97,33.70,36.40,13.07,43.1,24,15.88,10.42,33.80,15109,60248.44836
2017,05023,Arkansas,Cleburne,18.48,4.43,4.12,18.20,31.80,41.40,13.05,48.5,42,16.38,12.59,31.30,25467,159259.6964
2017,05025,Arkansas,Cleveland,20.01,4.53,4.10,19.22,35.70,33.70,13.22,50.3,8,9.47,10.61,32.90,8311,121142.3596
2017,05027,Arkansas,Columbia,25.42,4.99,4.44,20.51,36.40,35.50,12.65,57.2,40,16.71,13.28,38.60,24114,111184.012
2017,05029,Arkansas,Conway,22.79,4.75,4.22,20.07,39.70,32.20,13.08,51.1,34,16.13,16.49,33.70,21019,104217.9072
2017,05031,Arkansas,Craighead,20.80,4.53,4.16,20.82,36.40,30.80,15.22,61.9,92,8.97,16.23,35.20,104354,137248.8703
2017,05033,Arkansas,Crawford,21.46,5.04,4.34,20.82,35.10,28.20,13.89,53.9,53,8.59,14.36,33.20,61703,127738.2176
2017,05035,Arkansas,Crittenden,28.51,5.24,4.41,23.54,38.80,33.90,11.52,51.2,42,8.48,20.48,38.80,48963,111025.2086
2017,05037,Arkansas,Cross,23.49,4.95,4.40,21.80,37.90,37.60,12.60,39.2,33,19.16,12.76,36.30,17284,95494.52768
2017,05039,Arkansas,Dallas,24.62,4.74,4.29,19.89,36.20,35.20,11.65,41.7,18,23.21,14.22,37.20,7604,82068.90497
2017,05041,Arkansas,Desha,30.21,5.42,4.66,23.68,39.60,32.70,10.24,40.6,22,17.94,12.91,37.90,11965,67746.05286
2017,05043,Arkansas,Drew,25.50,4.98,4.43,22.48,34.30,34.10,12.42,59.0,21,11.28,17.55,36.70,18778,114592.4015
2017,05045,Arkansas,Faulkner,18.37,4.11,3.95,18.40,33.20,31.10,16.43,67.0,108,8.94,14.23,34.90,121552,163690.9363
2017,05047,Arkansas,Franklin,21.19,4.76,4.32,20.63,37.10,32.70,13.48,52.2,22,12.36,12.33,34.20,17702,98957.41472
2017,05049,Arkansas,Fulton,20.16,4.54,4.21,19.50,32.90,31.40,12.23,59.7,12,9.90,10.51,31.90,12204,103453.4449
2017,05051,Arkansas,Garland,21.42,4.75,4.35,20.42,32.30,30.30,13.10,57.6,110,11.30,16.75,33.60,97177,136368.7371
2017,05053,Arkansas,Grant,17.83,4.05,3.86,18.09,38.30,32.10,14.53,59.4,23,12.68,10.43,32.80,18102,143784.6303
2017,05055,Arkansas,Greene,20.61,4.71,4.21,19.75,31.20,37.60,15.43,51.2,48,10.99,14.54,33.30,44196,119997.9455
2017,05057,Arkansas,Hempstead,29.32,5.18,4.55,22.60,40.30,35.30,10.98,44.5,26,11.65,18.08,37.20,22084,84346.65041
2017,05059,Arkansas,Hot Spring,20.95,4.51,4.23,20.10,34.70,37.10,13.70,48.4,38,11.39,11.41,33.60,33426,109165.0661
2017,05061,Arkansas,Howard,26.06,5.05,4.51,21.40,35.70,36.30,12.04,54.3,21,15.56,14.88,35.90,13300,91934.08443
2017,05063,Arkansas,Independence,22.77,4.73,4.27,20.67,37.20,32.90,13.30,53.7,48,12.99,15.61,33.40,37052,113401.0318
2017,05065,Arkansas,Izard,20.77,4.72,4.36,19.12,33.90,32.20,11.99,45.4,24,17.80,14.44,34.10,13445,95692.13144
2017,05067,Arkansas,Jackson,24.21,4.90,4.44,22.14,37.20,39.90,12.92,39.9,22,12.55,13.99,35.80,17338,60681.32906
2017,05069,Arkansas,Jefferson,26.08,4.64,4.47,21.42,40.70,33.30,11.65,49.4,101,13.97,16.68,41.30,71565,63312.02308
2017,05071,Arkansas,Johnson,24.16,5.16,4.37,21.98,36.40,31.40,13.88,38.7,21,8.08,14.78,33.10,26141,111709.752
2017,05073,Arkansas,Lafayette,25.80,4.82,4.38,20.49,36.30,36.20,11.05,38.3,8,11.25,13.05,36.00,6996,73490.0196
2017,05075,Arkansas,Lawrence,22.46,4.93,4.48,22.35,31.80,37.40,13.19,51.4,18,10.63,12.23,33.80,16779,73290.46358
2017,05077,Arkansas,Lee,30.10,5.12,4.47,24.87,35.70,35.30,11.98,31.6,14,14.20,16.62,40.40,9650,65415.21905
2017,05079,Arkansas,Lincoln,25.80,4.88,4.24,22.50,37.50,37.70,13.99,31.1,13,9.31,15.16,38.60,13820,89690.87997
2017,05081,Arkansas,Little River,23.97,4.61,4.29,19.54,32.70,35.80,12.11,50.5,17,13.57,7.24,35.40,12472,88248.86179
2017,05083,Arkansas,Logan,21.53,4.58,4.26,20.16,37.50,35.00,13.99,44.2,28,12.75,9.65,33.50,21714,98896.0906
2017,05085,Arkansas,Lonoke,18.77,4.17,3.87,19.66,35.80,29.90,16.02,61.9,56,7.83,11.96,31.90,71645,152371.253
2017,05087,Arkansas,Madison,23.83,5.02,4.41,21.58,34.00,35.20,13.05,33.1,13,8.26,13.14,35.10,15767,136317.7683
2017,05089,Arkansas,Marion,22.78,4.84,4.33,20.45,31.70,33.10,12.46,41.6,15,9.16,15.49,33.10,16185,128616.7992
2017,05091,Arkansas,Miller,21.58,4.63,4.15,20.72,35.90,34.10,13.07,51.1,55,12.66,15.49,35.50,43908,117437.4559
2017,05093,Arkansas,Mississippi,27.48,5.09,4.58,24.08,39.80,40.80,11.68,51.5,53,11.98,16.38,39.60,43738,56633.53119
2017,05095,Arkansas,Monroe,31.51,5.85,4.81,24.82,37.50,37.40,10.07,45.7,8,10.55,16.94,37.60,7399,76515.11852
2017,05097,Arkansas,Montgomery,20.68,4.44,4.22,18.73,33.80,35.90,12.42,49.3,5,5.51,11.35,31.30,8970,106984.9443
2017,05099,Arkansas,Nevada,29.44,5.50,4.80,23.96,36.00,33.70,10.51,47.3,11,12.61,11.46,37.90,8558,
2017,05101,Arkansas,Newton,22.06,4.90,4.31,20.35,34.20,35.20,12.33,44.3,3,3.80,14.12,31.70,7913,103741.8086
2017,05103,Arkansas,Ouachita,26.82,5.07,4.58,21.20,34.80,33.50,11.23,53.9,46,18.53,15.51,35.50,24358,69121.90103
2017,05105,Arkansas,Perry,19.41,4.51,4.18,20.21,37.50,30.30,13.84,43.6,8,7.81,9.60,33.70,10189,101117.2773
2017,05107,Arkansas,Phillips,32.81,6.07,4.86,26.14,45.50,35.90,9.16,43.7,27,13.55,22.30,39.70,19513,54663.71816
2017,05109,Arkansas,Pike,23.10,4.94,4.37,20.19,37.80,33.60,13.44,56.8,10,9.07,13.41,34.20,10824,100534.4107
2017,05111,Arkansas,Poinsett,23.88,4.93,4.49,23.67,38.40,33.30,12.60,42.4,30,12.37,16.17,33.30,24040,74726.4616
2017,05113,Arkansas,Polk,22.81,5.18,4.47,21.41,36.70,37.70,12.38,53.2,36,17.80,15.61,33.50,20216,103798.2856
2017,05115,Arkansas,Pope,21.32,4.64,4.20,20.42,32.10,29.60,14.02,55.1,88,13.92,14.18,31.60,63390,135613.8107
2017,05117,Arkansas,Prairie,21.49,4.67,4.38,19.93,36.30,35.00,12.07,52.5,13,15.66,11.11,34.70,8291,87326.68642
2017,05119,Arkansas,Pulaski,20.33,4.10,4.13,18.46,31.70,25.60,14.91,67.3,623,15.86,16.09,35.30,392664,143703.5165
2017,05121,Arkansas,Randolph,20.83,4.36,4.25,20.27,35.30,39.40,13.71,59.4,18,10.24,12.56,34.30,17469,95777.367
2017,05123,Arkansas,St. Francis,29.64,5.41,4.64,23.95,42.50,36.10,11.80,41.1,25,9.29,18.06,39.10,26589,66449.24844
2017,05125,Arkansas,Saline,16.66,3.67,3.77,17.63,32.50,30.70,16.18,62.6,93,8.04,10.03,33.50,117460,170578.2423
2017,05127,Arkansas,Scott,23.12,5.02,4.31,20.69,32.50,30.60,12.94,48.3,13,12.16,14.68,35.40,10513,92483.7994
2017,05129,Arkansas,Searcy,22.91,4.87,4.43,20.75,35.00,34.90,12.17,45.9,6,7.57,12.75,33.50,7869,89784.93083
2017,05131,Arkansas,Sebastian,21.05,4.62,4.19,18.39,36.90,30.40,13.01,52.1,137,10.81,15.65,36.30,127780,126266.5288
2017,05133,Arkansas,Sevier,29.15,5.48,4.64,21.30,36.70,32.00,11.92,39.6,19,10.90,14.19,33.20,17290,101918.8011
2017,05135,Arkansas,Sharp,23.48,5.08,4.43,21.11,37.30,31.40,11.49,40.9,28,16.56,15.09,31.80,16912,92961.0953
2017,05137,Arkansas,Stone,22.26,4.75,4.47,20.47,32.60,35.90,11.54,49.2,14,11.21,14.22,32.40,12456,118270.4912
2017,05139,Arkansas,Union,22.93,4.69,4.25,20.27,39.40,37.80,12.48,53.2,95,23.62,17.17,36.20,40144,95475.32484
2017,05141,Arkansas,Van Buren,22.69,4.98,4.43,20.73,35.60,33.00,12.24,36.4,30,17.80,12.88,35.10,16771,97001.93045
2017,05143,Arkansas,Washington,21.32,4.33,4.13,20.85,30.60,24.70,15.14,59.8,189,8.56,19.23,34.20,225477,180730.7872
2017,05145,Arkansas,White,18.54,4.13,4.15,18.92,36.30,32.10,14.81,52.4,89,11.32,14.12,33.70,79161,129096.8077
2017,05147,Arkansas,Woodruff,25.71,5.01,4.48,21.65,35.80,33.70,11.26,32.8,16,23.15,13.52,36.20,6741,53581.53338
2017,05149,Arkansas,Yell,23.92,4.68,4.27,19.85,37.10,35.20,13.00,38.4,28,12.76,18.26,32.50,21713,107994.9209
2017,06001,California,Alameda,11.13,2.97,3.20,9.87,20.00,15.80,16.95,72.9,1047,6.50,24.46,32.20,1638215,749780.9241
2017,06003,California,Alpine,17.15,4.51,4.31,15.63,23.40,18.60,17.44,61.4,1,8.96,16.46,30.50,1110,343959.5462
2017,06005,California,Amador,12.61,3.47,3.53,11.49,25.50,18.30,19.06,56.8,33,8.98,21.25,28.30,37001,301760.684
2017,06007,California,Butte,16.39,4.31,4.10,14.51,25.90,19.10,20.92,68.7,165,7.36,23.19,31.60,225411,276975.6296
2017,06009,California,Calaveras,12.40,3.61,3.71,11.75,23.50,19.40,19.09,58.9,36,8.07,19.79,27.50,44828,292296.9917
2017,06011,California,Colusa,20.22,4.20,3.91,13.00,25.40,16.40,18.03,48.7,17,7.94,18.02,31.90,21482,222889.8382
2017,06013,California,Contra Costa,12.05,3.30,3.46,10.62,25.00,18.10,18.02,69.2,608,5.47,22.62,34.00,1126745,566114.6685
2017,06015,California,Del Norte,17.77,4.40,4.12,15.39,25.50,18.70,18.76,43.3,16,5.88,25.22,32.10,27254,232768.0625
2017,06017,California,El Dorado,12.00,3.70,3.50,11.26,20.60,15.50,19.39,69.8,113,6.17,21.30,29.80,184452,451205.8581
2017,06019,California,Fresno,22.92,4.46,4.04,13.63,26.60,20.90,17.67,51.7,507,5.25,28.73,30.10,974861,232431.8799
2017,06021,California,Glenn,19.91,4.32,4.08,14.28,26.70,19.00,17.01,46.8,27,9.66,21.18,31.80,28017,223738.5943
2017,06023,California,Humboldt,15.72,4.39,4.19,15.93,25.50,14.70,20.89,65.1,131,9.72,25.94,31.40,135727,355420.0961
2017,06025,California,Imperial,27.07,4.66,4.13,13.77,26.30,20.90,17.33,53.8,86,4.80,27.12,34.10,180191,211268.7187
2017,06027,California,Inyo,14.73,3.89,3.83,12.35,23.30,18.40,18.11,53.8,17,9.23,18.98,30.10,18260,307420.4429
